yield,amine_mM,aldehyde_mM,isocyanide_mM,ptsa
4.31269068297e-05,240.0,240.0,180.0,0.02474
-0.0003629999999999,240.0,300.0,180.0,0.02474
0.000356,270.0,120.0,180.0,0.02474
0.0001399999999999,300.0,120.0,180.0,0.02474
-0.000155,300.0,180.0,180.0,0.02474
-0.000525,300.0,240.0,180.0,0.02474
0.0001039999999999,300.0,300.0,180.0,0.02474
0.0002159999999999,120.0,120.0,210.0,0.02474
0.0017949999999999,120.0,150.0,210.0,0.02474
0.002167,120.0,180.0,210.0,0.02474
0.005537,120.0,210.0,210.0,0.02474
0.007777,120.0,240.0,210.0,0.02474
0.006012,120.0,270.0,210.0,0.02474
0.007958,120.0,300.0,210.0,0.02474
-0.000374,150.0,120.0,210.0,0.02474
-0.000592,180.0,120.0,210.0,0.02474
-0.000921,210.0,120.0,210.0,0.02474
0.00014,240.0,120.0,210.0,0.02474
0.000244,270.0,120.0,210.0,0.02474
-0.000119,300.0,120.0,210.0,0.02474
-0.000728,120.0,120.0,240.0,0.02474
0.000614,120.0,150.0,240.0,0.02474
0.001345,120.0,180.0,240.0,0.02474
0.002974,120.0,210.0,240.0,0.02474
0.0068599999999999,120.0,240.0,240.0,0.02474
0.008647,120.0,270.0,240.0,0.02474
0.010453,120.0,300.0,240.0,0.02474
0.000194,150.0,120.0,240.0,0.02474
0.000438,180.0,120.0,240.0,0.02474
-0.000284,180.0,180.0,240.0,0.02474
0.001525,180.0,240.0,240.0,0.02474
0.0027669999999999,180.0,300.0,240.0,0.02474
0.000539,210.0,120.0,240.0,0.02474
-0.000133,240.0,120.0,240.0,0.02474
-0.000624,240.0,180.0,240.0,0.02474
-0.001066,240.0,240.0,240.0,0.02474
0.000417,240.0,300.0,240.0,0.02474
0.0001779999999999,270.0,120.0,240.0,0.02474
-5.67297774749e-05,300.0,120.0,240.0,0.02474
0.000341,300.0,180.0,240.0,0.02474
0.000279,300.0,240.0,240.0,0.02474
0.000141,300.0,300.0,240.0,0.02474
0.000803,120.0,120.0,270.0,0.02474
0.000981,120.0,150.0,270.0,0.02474
0.003108,120.0,180.0,270.0,0.02474
0.0029199999999999,120.0,210.0,270.0,0.02474
0.006037,120.0,240.0,270.0,0.02474
0.005024,120.0,270.0,270.0,0.02474
0.009943,120.0,300.0,270.0,0.02474
0.000431,150.0,120.0,270.0,0.02474
0.000428,180.0,120.0,270.0,0.02474
0.000522,210.0,120.0,270.0,0.02474
-0.000266,240.0,120.0,270.0,0.02474
0.0001959999999999,270.0,120.0,270.0,0.02474
-0.000246,300.0,120.0,270.0,0.02474
-0.00085,120.0,120.0,300.0,0.02474
0.001546,120.0,150.0,300.0,0.02474
0.001154,120.0,180.0,300.0,0.02474
0.001469,120.0,210.0,300.0,0.02474
0.006422,120.0,240.0,300.0,0.02474
0.008691,120.0,270.0,300.0,0.02474
0.009807,120.0,300.0,300.0,0.02474
-0.001572,150.0,120.0,300.0,0.02474
-0.000324,150.0,150.0,300.0,0.02474
0.00172,150.0,180.0,300.0,0.02474
-0.001146,150.0,210.0,300.0,0.02474
0.001977,150.0,240.0,300.0,0.02474
0.008234,150.0,270.0,300.0,0.02474
0.006692,150.0,300.0,300.0,0.02474
0.000492,180.0,120.0,300.0,0.02474
-0.000731,180.0,150.0,300.0,0.02474
0.0002469999999999,180.0,180.0,300.0,0.02474
0.000398,180.0,210.0,300.0,0.02474
0.002176,180.0,240.0,300.0,0.02474
0.002644,180.0,270.0,300.0,0.02474
0.005309,180.0,300.0,300.0,0.02474
3.67449686955e-05,210.0,120.0,300.0,0.02474
0.000974,210.0,150.0,300.0,0.02474
-0.000139,210.0,180.0,300.0,0.02474
0.000326,210.0,210.0,300.0,0.02474
-8.25682586818e-05,210.0,240.0,300.0,0.02474
0.001296,210.0,270.0,300.0,0.02474
0.00286,210.0,300.0,300.0,0.02474
-0.000234,240.0,120.0,300.0,0.02474
-8.72940489913e-05,240.0,150.0,300.0,0.02474
0.000557,240.0,180.0,300.0,0.02474
0.000598,240.0,210.0,300.0,0.02474
-0.001096,240.0,240.0,300.0,0.02474
6.8957800372e-05,240.0,270.0,300.0,0.02474
0.001405,240.0,300.0,300.0,0.02474
7.16391310648e-05,270.0,120.0,300.0,0.02474
-0.000293,270.0,150.0,300.0,0.02474
0.0002,270.0,180.0,300.0,0.02474
0.000251,270.0,210.0,300.0,0.02474
0.000634,270.0,240.0,300.0,0.02474
-0.000509,270.0,270.0,300.0,0.02474
0.000489,270.0,300.0,300.0,0.02474
-4.16180861452e-05,300.0,120.0,300.0,0.02474
-0.00032,300.0,150.0,300.0,0.02474
0.001145,300.0,180.0,300.0,0.02474
7.381999623e-07,300.0,210.0,300.0,0.02474
0.000116,300.0,240.0,300.0,0.02474
-0.000644,300.0,270.0,300.0,0.02474
-0.000559,300.0,300.0,300.0,0.02474
-0.0002642023109945,120.0,120.0,120.0,0.0275485893416927
0.00044330212568,120.0,150.0,120.0,0.0275485893416927
0.0015029299285529,120.0,180.0,120.0,0.0275485893416927
0.0009793338972936,120.0,210.0,120.0,0.0275485893416927
0.0016234337268867,120.0,240.0,120.0,0.0275485893416927
0.0034544644768641,120.0,270.0,120.0,0.0275485893416927
0.0028548182005863,120.0,300.0,120.0,0.0275485893416927
0.0001178677347708,150.0,120.0,120.0,0.0275485893416927
-0.0005400913000417,180.0,120.0,120.0,0.0275485893416927
0.0004078086810216,180.0,180.0,120.0,0.0275485893416927
0.0004070565428428,180.0,240.0,120.0,0.0275485893416927
0.0003036269627602,180.0,300.0,120.0,0.0275485893416927
-0.000221645343748,210.0,120.0,120.0,0.0275485893416927
0.001009235531888,240.0,120.0,120.0,0.0275485893416927
-0.0005355534764681,240.0,180.0,120.0,0.0275485893416927
-8.167515393729402e-06,240.0,240.0,120.0,0.0275485893416927
0.0004771855950486,240.0,300.0,120.0,0.0275485893416927
0.000344709609506,270.0,120.0,120.0,0.0275485893416927
0.0006547572445922,300.0,120.0,120.0,0.0275485893416927
7.857773336158209e-05,300.0,180.0,120.0,0.0275485893416927
0.0005628963305246,300.0,240.0,120.0,0.0275485893416927
-0.0001864782405367,300.0,300.0,120.0,0.0275485893416927
-0.000606536258185,120.0,120.0,150.0,0.0275485893416927
0.0010726111704171,120.0,150.0,150.0,0.0275485893416927
0.0010168431983345,120.0,180.0,150.0,0.0275485893416927
0.0030726178948972,120.0,210.0,150.0,0.0275485893416927
0.0014835694446275,120.0,240.0,150.0,0.0275485893416927
0.0038640086131586,120.0,270.0,150.0,0.0275485893416927
0.0057781100244498,120.0,300.0,150.0,0.0275485893416927
0.000519829962768,150.0,120.0,150.0,0.0275485893416927
0.0004465367453263,180.0,120.0,150.0,0.0275485893416927
0.0002983182992081,210.0,120.0,150.0,0.0275485893416927
-0.0002615501325095,240.0,120.0,150.0,0.0275485893416927
0.0003106492136039,270.0,120.0,150.0,0.0275485893416927
0.0003267818928304,300.0,120.0,150.0,0.0275485893416927
0.001103370412629,120.0,120.0,180.0,0.0275485893416927
0.0007421182143624,120.0,150.0,180.0,0.0275485893416927
0.0017558522595817,120.0,180.0,180.0,0.0275485893416927
0.0031589323948745,120.0,210.0,180.0,0.0275485893416927
0.002305090610308,120.0,240.0,180.0,0.0275485893416927
0.0054357016136514,120.0,270.0,180.0,0.0275485893416927
0.0077708194024912,120.0,300.0,180.0,0.0275485893416927
0.0003316138170132,150.0,120.0,180.0,0.0275485893416927
3.659672592146889e-05,180.0,120.0,180.0,0.0275485893416927
0.0001305777733981,180.0,180.0,180.0,0.0275485893416927
0.0007505961010732,180.0,240.0,180.0,0.0275485893416927
0.0011571094124611,180.0,300.0,180.0,0.0275485893416927
0.0003297400067445,210.0,120.0,180.0,0.0275485893416927
0.0004100384633421,240.0,120.0,180.0,0.0275485893416927
-0.0004172512135627,240.0,180.0,180.0,0.0275485893416927
0.0001532306936004,240.0,240.0,180.0,0.0275485893416927
-0.0001930406115337,240.0,300.0,180.0,0.0275485893416927
0.0003708220719458,270.0,120.0,180.0,0.0275485893416927
0.0001427568249074,300.0,120.0,180.0,0.0275485893416927
-0.0001914762810731,300.0,180.0,180.0,0.0275485893416927
-0.0005875441612139,300.0,240.0,180.0,0.0275485893416927
0.0001628302154821,300.0,300.0,180.0,0.0275485893416927
0.0003854335138674,120.0,120.0,210.0,0.0275485893416927
0.002271392447253,120.0,150.0,210.0,0.0275485893416927
0.0022691514624737,120.0,180.0,210.0,0.0275485893416927
0.0055246826024106,120.0,210.0,210.0,0.0275485893416927
0.0074152183069467,120.0,240.0,210.0,0.0275485893416927
0.0064970597484731,120.0,270.0,210.0,0.0275485893416927
0.0085536614960182,120.0,300.0,210.0,0.0275485893416927
-0.0002147545197199,150.0,120.0,210.0,0.0275485893416927
-0.0004169879111563,180.0,120.0,210.0,0.0275485893416927
-0.000947196628704,210.0,120.0,210.0,0.0275485893416927
0.000126304646607,240.0,120.0,210.0,0.0275485893416927
0.0002457227837732,270.0,120.0,210.0,0.0275485893416927
-0.0001299429466329,300.0,120.0,210.0,0.0275485893416927
-0.0002661885251679,120.0,120.0,240.0,0.0275485893416927
0.0008329505913037,120.0,150.0,240.0,0.0275485893416927
0.0020336997508286,120.0,180.0,240.0,0.0275485893416927
0.0039026270759596,120.0,210.0,240.0,0.0275485893416927
0.0060322003980466,120.0,240.0,240.0,0.0275485893416927
0.0096609377257544,120.0,270.0,240.0,0.0275485893416927
0.0121475831422176,120.0,300.0,240.0,0.0275485893416927
0.000300090884497,150.0,120.0,240.0,0.0275485893416927
0.0002865212846489,180.0,120.0,240.0,0.0275485893416927
-0.000186431334155,180.0,180.0,240.0,0.0275485893416927
0.0015795948788993,180.0,240.0,240.0,0.0275485893416927
0.0032407718174721,180.0,300.0,240.0,0.0275485893416927
0.0005119482053192,210.0,120.0,240.0,0.0275485893416927
-0.0001244659398363,240.0,120.0,240.0,0.0275485893416927
-0.0006104746725288,240.0,180.0,240.0,0.0275485893416927
-0.0010442432080613,240.0,240.0,240.0,0.0275485893416927
0.0002521519221773,240.0,300.0,240.0,0.0275485893416927
0.0001959243319822,270.0,120.0,240.0,0.0275485893416927
-8.651061238115724e-05,300.0,120.0,240.0,0.0275485893416927
0.0003483449083538,300.0,180.0,240.0,0.0275485893416927
0.0002528524600347,300.0,240.0,240.0,0.0275485893416927
0.0001771016883843,300.0,300.0,240.0,0.0275485893416927
0.0006444753547085,120.0,120.0,270.0,0.0275485893416927
0.0010849972676403,120.0,150.0,270.0,0.0275485893416927
0.0033486065717768,120.0,180.0,270.0,0.0275485893416927
0.0036589850375876,120.0,210.0,270.0,0.0275485893416927
0.0062390700574437,120.0,240.0,270.0,0.0275485893416927
0.0079548644759859,120.0,270.0,270.0,0.0275485893416927
0.010413787361315,120.0,300.0,270.0,0.0275485893416927
0.0003886556059604,150.0,120.0,270.0,0.0275485893416927
0.0002732464728789,180.0,120.0,270.0,0.0275485893416927
0.0005203598054747,210.0,120.0,270.0,0.0275485893416927
-0.0002578518868395,240.0,120.0,270.0,0.0275485893416927
0.0002020116931553,270.0,120.0,270.0,0.0275485893416927
-0.0002667725029619,300.0,120.0,270.0,0.0275485893416927
-8.713618036963289e-05,120.0,120.0,300.0,0.0275485893416927
0.0017894511632224,120.0,150.0,300.0,0.0275485893416927
0.0029573521122609,120.0,180.0,300.0,0.0275485893416927
0.0040248335333733,120.0,210.0,300.0,0.0275485893416927
0.0067717602967735,120.0,240.0,300.0,0.0275485893416927
0.0107810129689701,120.0,270.0,300.0,0.0275485893416927
0.0111519034608005,120.0,300.0,300.0,0.0275485893416927
-0.0006708355929759,150.0,120.0,300.0,0.0275485893416927
-9.834210804716884e-05,150.0,150.0,300.0,0.0275485893416927
0.0020544014916897,150.0,180.0,300.0,0.0275485893416927
0.000228518747462,150.0,210.0,300.0,0.0275485893416927
0.0022906335231293,150.0,240.0,300.0,0.0275485893416927
0.0076563886660264,150.0,270.0,300.0,0.0275485893416927
0.0075763792133618,150.0,300.0,300.0,0.0275485893416927
0.0002940069167448,180.0,120.0,300.0,0.0275485893416927
-0.0007878391817241,180.0,150.0,300.0,0.0275485893416927
0.0003133442894259,180.0,180.0,300.0,0.0275485893416927
0.0002135682029455,180.0,210.0,300.0,0.0275485893416927
0.0020384337460214,180.0,240.0,300.0,0.0275485893416927
0.0029214662492082,180.0,270.0,300.0,0.0275485893416927
0.0056590036130761,180.0,300.0,300.0,0.0275485893416927
3.690230868309273e-05,210.0,120.0,300.0,0.0275485893416927
0.0009208932947483,210.0,150.0,300.0,0.0275485893416927
-0.0001407841836133,210.0,180.0,300.0,0.0275485893416927
0.0001084010573038,210.0,210.0,300.0,0.0275485893416927
-0.0001993758451028,210.0,240.0,300.0,0.0275485893416927
0.0018054644982494,210.0,270.0,300.0,0.0275485893416927
0.0029711683913718,210.0,300.0,300.0,0.0275485893416927
-0.0002197357716293,240.0,120.0,300.0,0.0275485893416927
-0.0001260735102476,240.0,150.0,300.0,0.0275485893416927
0.0003836443411955,240.0,180.0,300.0,0.0275485893416927
0.0005593250777883,240.0,210.0,300.0,0.0275485893416927
-0.0011212975557131,240.0,240.0,300.0,0.0275485893416927
4.2042462176938e-05,240.0,270.0,300.0,0.0275485893416927
0.001499522170744,240.0,300.0,300.0,0.0275485893416927
7.946697051521649e-05,270.0,120.0,300.0,0.0275485893416927
-0.0002878639331025,270.0,150.0,300.0,0.0275485893416927
0.0002044345313759,270.0,180.0,300.0,0.0275485893416927
0.0002314879284405,270.0,210.0,300.0,0.0275485893416927
0.0003334666815163,270.0,240.0,300.0,0.0275485893416927
-0.0004424639196018,270.0,270.0,300.0,0.0275485893416927
0.0006564886384874,270.0,300.0,300.0,0.0275485893416927
-4.403546296076106e-05,300.0,120.0,300.0,0.0275485893416927
-0.0003458749293405,300.0,150.0,300.0,0.0275485893416927
0.0012054124192118,300.0,180.0,300.0,0.0275485893416927
-5.03979800598497e-05,300.0,210.0,300.0,0.0275485893416927
0.0001094588959536,300.0,240.0,300.0,0.0275485893416927
-0.0007175295568818,300.0,270.0,300.0,0.0275485893416927
-0.0006117319884364,300.0,300.0,300.0,0.0275485893416927
-0.000151524728967,120.0,120.0,120.0,0.0303573667711598
0.0004621475412715,120.0,150.0,120.0,0.0303573667711598
0.0017188613642231,120.0,180.0,120.0,0.0303573667711598
0.0013574001514314,120.0,210.0,120.0,0.0303573667711598
0.0019508297131786,120.0,240.0,120.0,0.0303573667711598
0.0038285850810217,120.0,270.0,120.0,0.0303573667711598
0.0035705927430029,120.0,300.0,120.0,0.0303573667711598
-1.0691573780753064e-05,150.0,120.0,120.0,0.0303573667711598
-0.0005818552588182,180.0,120.0,120.0,0.0303573667711598
0.0005007254085577,180.0,180.0,120.0,0.0303573667711598
0.0006381376991052,180.0,240.0,120.0,0.0303573667711598
0.0010769316598138,180.0,300.0,120.0,0.0303573667711598
-0.0002156308494858,210.0,120.0,120.0,0.0303573667711598
0.0010751233877044,240.0,120.0,120.0,0.0303573667711598
-0.0005848525773078,240.0,180.0,120.0,0.0303573667711598
-2.8980756926568574e-05,240.0,240.0,120.0,0.0303573667711598
0.0007573272585731,240.0,300.0,120.0,0.0303573667711598
0.0003705541232573,270.0,120.0,120.0,0.0303573667711598
0.0007115369628424,300.0,120.0,120.0,0.0303573667711598
7.723471172460454e-05,300.0,180.0,120.0,0.0303573667711598
0.0004465915487306,300.0,240.0,120.0,0.0303573667711598
-0.0003260692402011,300.0,300.0,120.0,0.0303573667711598
-0.0004457187128255,120.0,120.0,150.0,0.0303573667711598
0.0013426986219025,120.0,150.0,150.0,0.0303573667711598
0.0012273894405706,120.0,180.0,150.0,0.0303573667711598
0.0041260262414257,120.0,210.0,150.0,0.0303573667711598
0.0018383294119335,120.0,240.0,150.0,0.0303573667711598
0.0038956891271393,120.0,270.0,150.0,0.0303573667711598
0.0065116061936669,120.0,300.0,150.0,0.0303573667711598
0.000517951184854,150.0,120.0,150.0,0.0303573667711598
0.0004136578123821,180.0,120.0,150.0,0.0303573667711598
0.0002575400440197,210.0,120.0,150.0,0.0303573667711598
