yield,[amine](mM),[aldehyde](mM),[isocyanide](mM),ptsa,spectrum_dir
-0.0003440000000000000,120.0,120.0,120.0,0.0247400000000000,C:\
0.0004270000000000000,120.0,150.0,120.0,0.0247400000000000,C:\
0.0013010000000000001,120.0,180.0,120.0,0.0247400000000000,C:\
0.0006610000000000000,120.0,210.0,120.0,0.0247400000000000,C:\
0.0013430000000000000,120.0,240.0,120.0,0.0247400000000000,C:\
0.003100000000000000,120.0,270.0,120.0,0.0247400000000000,C:\
0.0022230000000000001,120.0,300.0,120.0,0.0247400000000000,C:\
0.00023400000000000000,150.0,120.0,120.0,0.0247400000000000,C:\
-0.00048500000000000003,180.0,120.0,120.0,0.0247400000000000,C:\
0.00031599999999999998,180.0,180.0,120.0,0.0247400000000000,C:\
0.0002000000000000000,180.0,240.0,120.0,0.0247400000000000,C:\
-0.0003870000000000000,180.0,300.0,120.0,0.0247400000000000,C:\
-0.00022000000000000001,210.0,120.0,120.0,0.0247400000000000,C:\
0.0009180000000000000,240.0,120.0,120.0,0.0247400000000000,C:\
-0.00047500000000000000,240.0,180.0,120.0,0.0247400000000000,C:\
0.0000116276382633080,240.0,240.0,120.0,0.0247400000000000,C:\
0.00022300000000000000,240.0,300.0,120.0,0.0247400000000000,C:\
0.00031000000000000000,270.0,120.0,120.0,0.0247400000000000,C:\
0.0005820000000000001,300.0,120.0,120.0,0.0247400000000000,C:\
0.0000773998307686127,300.0,180.0,120.0,0.0247400000000000,C:\
0.0006530000000000000,300.0,240.0,120.0,0.0247400000000000,C:\
-0.00004566258903775274,300.0,300.0,120.0,0.0247400000000000,C:\
-0.0007280000000000000,120.0,120.0,150.0,0.0247400000000000,C:\
0.0008319999999999999,120.0,150.0,150.0,0.0247400000000000,C:\
0.0008500000000000000,120.0,180.0,150.0,0.0247400000000000,C:\
0.002070000000000000,120.0,210.0,150.0,0.0247400000000000,C:\
0.0011709999999999999,120.0,240.0,150.0,0.0247400000000000,C:\
0.0038609999999999998,120.0,270.0,150.0,0.0247400000000000,C:\
0.005132000000000000,120.0,300.0,150.0,0.0247400000000000,C:\
0.0005100000000000000,150.0,120.0,150.0,0.0247400000000000,C:\
0.00046700000000000002,180.0,120.0,150.0,0.0247400000000000,C:\
0.0003280000000000000,210.0,120.0,150.0,0.0247400000000000,C:\
-0.0002120000000000000,240.0,120.0,150.0,0.0247400000000000,C:\
0.00028899999999999998,270.0,120.0,150.0,0.0247400000000000,C:\
0.00030400000000000002,300.0,120.0,150.0,0.0247400000000000,C:\
0.0014200000000000000,120.0,120.0,180.0,0.0247400000000000,C:\
0.0004940000000000000,120.0,150.0,180.0,0.0247400000000000,C:\
0.0016290000000000000,120.0,180.0,180.0,0.0247400000000000,C:\
0.002887000000000000,120.0,210.0,180.0,0.0247400000000000,C:\
0.002092000000000000,120.0,240.0,180.0,0.0247400000000000,C:\
0.00442300000000000,120.0,270.0,180.0,0.0247400000000000,C:\
0.0069300000000000004,120.0,300.0,180.0,0.0247400000000000,C:\
0.0005370000000000000,150.0,120.0,180.0,0.0247400000000000,C:\
0.0000790009960822458,180.0,120.0,180.0,0.0247400000000000,C:\
0.0000411665357534567,180.0,180.0,180.0,0.0247400000000000,C:\
0.000567000000000000,180.0,240.0,180.0,0.0247400000000000,C:\
0.001119000000000000,180.0,300.0,180.0,0.0247400000000000,C:\
0.00035300000000000002,210.0,120.0,180.0,0.0247400000000000,C:\
0.0003910000000000000,240.0,120.0,180.0,0.0247400000000000,C:\
-0.00037399999999999998,240.0,180.0,180.0,0.0247400000000000,C:\
0.0000431269068297829,240.0,240.0,180.0,0.0247400000000000,C:\
-0.00036299999999999999,240.0,300.0,180.0,0.0247400000000000,C:\
0.0003560000000000000,270.0,120.0,180.0,0.0247400000000000,C:\
0.00013999999999999999,300.0,120.0,180.0,0.0247400000000000,C:\
-0.00015500000000000000,300.0,180.0,180.0,0.0247400000000000,C:\
-0.0005250000000000000,300.0,240.0,180.0,0.0247400000000000,C:\
0.00010399999999999999,300.0,300.0,180.0,0.0247400000000000,C:\
0.00021599999999999999,120.0,120.0,210.0,0.0247400000000000,C:\
0.0017949999999999999,120.0,150.0,210.0,0.0247400000000000,C:\
0.0021670000000000001,120.0,180.0,210.0,0.0247400000000000,C:\
0.005537000000000000,120.0,210.0,210.0,0.0247400000000000,C:\
0.007777000000000000,120.0,240.0,210.0,0.0247400000000000,C:\
0.0060120000000000000,120.0,270.0,210.0,0.0247400000000000,C:\
0.007958000000000000,120.0,300.0,210.0,0.0247400000000000,C:\
-0.0003740000000000000,150.0,120.0,210.0,0.0247400000000000,C:\
-0.0005920000000000000,180.0,120.0,210.0,0.0247400000000000,C:\
-0.0009210000000000001,210.0,120.0,210.0,0.0247400000000000,C:\
0.0001400000000000000,240.0,120.0,210.0,0.0247400000000000,C:\
0.0002440000000000000,270.0,120.0,210.0,0.0247400000000000,C:\
-0.00011900000000000001,300.0,120.0,210.0,0.0247400000000000,C:\
-0.0007280000000000000,120.0,120.0,240.0,0.0247400000000000,C:\
0.0006140000000000000,120.0,150.0,240.0,0.0247400000000000,C:\
0.0013450000000000001,120.0,180.0,240.0,0.0247400000000000,C:\
0.002974000000000000,120.0,210.0,240.0,0.0247400000000000,C:\
0.0068599999999999998,120.0,240.0,240.0,0.0247400000000000,C:\
0.008647000000000000,120.0,270.0,240.0,0.0247400000000000,C:\
0.010453000000000000,120.0,300.0,240.0,0.0247400000000000,C:\
0.00019400000000000000,150.0,120.0,240.0,0.0247400000000000,C:\
0.0004380000000000000,180.0,120.0,240.0,0.0247400000000000,C:\
-0.00028400000000000002,180.0,180.0,240.0,0.0247400000000000,C:\
0.0015250000000000001,180.0,240.0,240.0,0.0247400000000000,C:\
0.0027669999999999999,180.0,300.0,240.0,0.0247400000000000,C:\
0.0005390000000000000,210.0,120.0,240.0,0.0247400000000000,C:\
-0.00013300000000000001,240.0,120.0,240.0,0.0247400000000000,C:\
-0.000624000000000000,240.0,180.0,240.0,0.0247400000000000,C:\
-0.0010660000000000001,240.0,240.0,240.0,0.0247400000000000,C:\
0.00041700000000000000,240.0,300.0,240.0,0.0247400000000000,C:\
0.00017799999999999999,270.0,120.0,240.0,0.0247400000000000,C:\
-0.000056729777474982945,300.0,120.0,240.0,0.0247400000000000,C:\
0.0003410000000000000,300.0,180.0,240.0,0.0247400000000000,C:\
0.00027900000000000001,300.0,240.0,240.0,0.0247400000000000,C:\
0.0001410000000000000,300.0,300.0,240.0,0.0247400000000000,C:\
0.0008030000000000000,120.0,120.0,270.0,0.0247400000000000,C:\
0.0009810000000000001,120.0,150.0,270.0,0.0247400000000000,C:\
0.003108000000000000,120.0,180.0,270.0,0.0247400000000000,C:\
0.0029199999999999999,120.0,210.0,270.0,0.0247400000000000,C:\
0.006037000000000000,120.0,240.0,270.0,0.0247400000000000,C:\
0.005024000000000000,120.0,270.0,270.0,0.0247400000000000,C:\
0.00994300000000000,120.0,300.0,270.0,0.0247400000000000,C:\
0.00043100000000000001,150.0,120.0,270.0,0.0247400000000000,C:\
0.0004280000000000000,180.0,120.0,270.0,0.0247400000000000,C:\
0.0005220000000000000,210.0,120.0,270.0,0.0247400000000000,C:\
-0.0002660000000000000,240.0,120.0,270.0,0.0247400000000000,C:\
0.00019599999999999999,270.0,120.0,270.0,0.0247400000000000,C:\
-0.0002460000000000000,300.0,120.0,270.0,0.0247400000000000,C:\
-0.0008500000000000000,120.0,120.0,300.0,0.0247400000000000,C:\
0.0015460000000000001,120.0,150.0,300.0,0.0247400000000000,C:\
0.0011540000000000001,120.0,180.0,300.0,0.0247400000000000,C:\
0.001469000000000000,120.0,210.0,300.0,0.0247400000000000,C:\
0.006422000000000000,120.0,240.0,300.0,0.0247400000000000,C:\
0.008691000000000001,120.0,270.0,300.0,0.0247400000000000,C:\
0.009807000000000000,120.0,300.0,300.0,0.0247400000000000,C:\
-0.0015720000000000000,150.0,120.0,300.0,0.0247400000000000,C:\
-0.0003240000000000000,150.0,150.0,300.0,0.0247400000000000,C:\
0.0017200000000000000,150.0,180.0,300.0,0.0247400000000000,C:\
-0.0011460000000000001,150.0,210.0,300.0,0.0247400000000000,C:\
0.0019770000000000000,150.0,240.0,300.0,0.0247400000000000,C:\
0.008234000000000000,150.0,270.0,300.0,0.0247400000000000,C:\
0.006692000000000000,150.0,300.0,300.0,0.0247400000000000,C:\
0.0004920000000000000,180.0,120.0,300.0,0.0247400000000000,C:\
-0.0007310000000000000,180.0,150.0,300.0,0.0247400000000000,C:\
0.00024699999999999999,180.0,180.0,300.0,0.0247400000000000,C:\
0.000398000000000000,180.0,210.0,300.0,0.0247400000000000,C:\
0.0021760000000000000,180.0,240.0,300.0,0.0247400000000000,C:\
0.002644000000000000,180.0,270.0,300.0,0.0247400000000000,C:\
0.005309000000000000,180.0,300.0,300.0,0.0247400000000000,C:\
0.0000367449686955783,210.0,120.0,300.0,0.0247400000000000,C:\
0.0009740000000000000,210.0,150.0,300.0,0.0247400000000000,C:\
-0.0001390000000000000,210.0,180.0,300.0,0.0247400000000000,C:\
0.0003260000000000000,210.0,210.0,300.0,0.0247400000000000,C:\
-0.00008256825868187446,210.0,240.0,300.0,0.0247400000000000,C:\
0.0012960000000000001,210.0,270.0,300.0,0.0247400000000000,C:\
0.002860000000000000,210.0,300.0,300.0,0.0247400000000000,C:\
-0.0002340000000000000,240.0,120.0,300.0,0.0247400000000000,C:\
-0.00008729404899139497,240.0,150.0,300.0,0.0247400000000000,C:\
0.0005570000000000000,240.0,180.0,300.0,0.0247400000000000,C:\
0.0005980000000000000,240.0,210.0,300.0,0.0247400000000000,C:\
-0.0010960000000000000,240.0,240.0,300.0,0.0247400000000000,C:\
0.0000689578003720734,240.0,270.0,300.0,0.0247400000000000,C:\
0.0014050000000000000,240.0,300.0,300.0,0.0247400000000000,C:\
0.0000716391310648194,270.0,120.0,300.0,0.0247400000000000,C:\
-0.00029300000000000002,270.0,150.0,300.0,0.0247400000000000,C:\
0.00020000000000000001,270.0,180.0,300.0,0.0247400000000000,C:\
0.0002510000000000000,270.0,210.0,300.0,0.0247400000000000,C:\
0.0006340000000000000,270.0,240.0,300.0,0.0247400000000000,C:\
-0.0005090000000000000,270.0,270.0,300.0,0.0247400000000000,C:\
0.0004890000000000000,270.0,300.0,300.0,0.0247400000000000,C:\
-0.00004161808614521417,300.0,120.0,300.0,0.0247400000000000,C:\
-0.00032000000000000,300.0,150.0,300.0,0.0247400000000000,C:\
0.0011450000000000000,300.0,180.0,300.0,0.0247400000000000,C:\
0.0000007381999623466,300.0,210.0,300.0,0.0247400000000000,C:\
0.00011600000000000000,300.0,240.0,300.0,0.0247400000000000,C:\
-0.0006440000000000000,300.0,270.0,300.0,0.0247400000000000,C:\
-0.0005590000000000000,300.0,300.0,300.0,0.0247400000000000,C:\
